DOI,URL,Access_through_publisher,Year_of_publication,Publisher,DOI-prefix,Publisher_VLOOKUP,,,,,,,,
10.1002/rcm.1290050116,https://dx.doi.org/10.1002/rcm.1290050116,no,1991,Wiley,10.1002,Wiley Blackwell (John Wiley & Sons),,,,,,,,
10.1002/sce.37303405110,https://dx.doi.org/10.1002/sce.37303405110,no,1950,Wiley,10.1002,Wiley Blackwell (John Wiley & Sons),,,,,,,,
10.1002/sia.1343,https://dx.doi.org/10.1002/sia.1343,yes,2002,Wiley,10.1002,Wiley Blackwell (John Wiley & Sons),,,,,,,,
10.1002/sim.1108,https://dx.doi.org/10.1002/sim.1108,yes,2002,Wiley,10.1002,Wiley Blackwell (John Wiley & Sons),,,,,,,,
10.1002/sim.1272,https://dx.doi.org/10.1002/sim.1272,yes,2002,Wiley,10.1002,Wiley Blackwell (John Wiley & Sons),,,,,,,,
10.1002/sim.4780060404,https://dx.doi.org/10.1002/sim.4780060404,no,1987,Wiley,10.1002,Wiley Blackwell (John Wiley & Sons),,,,,,,,
10.1002/sim.4780130202,https://dx.doi.org/10.1002/sim.4780130202,no,1994,Wiley,10.1002,Wiley Blackwell (John Wiley & Sons),,,,,,,,
10.1002/sim.4780131320,https://dx.doi.org/10.1002/sim.4780131320,no,1994,Wiley,10.1002,Wiley Blackwell (John Wiley & Sons),,,,,,,,
10.1002/sim.4780141103,https://dx.doi.org/10.1002/sim.4780141103,no,1995,Wiley,10.1002,Wiley Blackwell (John Wiley & Sons),,,,,,,,
10.1002/tea.3660240405,https://dx.doi.org/10.1002/tea.3660240405,no,1987,Wiley,10.1002,Wiley Blackwell (John Wiley & Sons),,,,,,,,
10.1002/term.1495,https://dx.doi.org/10.1002/term.1495,no,2014,Wiley,10.1002,Wiley Blackwell (John Wiley & Sons),,,,,,,,
10.1002/term.1536,https://dx.doi.org/10.1002/term.1536,no,2014,Wiley,10.1002,Wiley Blackwell (John Wiley & Sons),,,,,,,,
10.1002/term.1538,https://dx.doi.org/10.1002/term.1538,no,2014,Wiley,10.1002,Wiley Blackwell (John Wiley & Sons),,,,,,,,
10.1002/term.1549,https://dx.doi.org/10.1002/term.1549,no,2014,Wiley,10.1002,Wiley Blackwell (John Wiley & Sons),,,,,,,,
10.1002/term.1682,https://dx.doi.org/10.1002/term.1682,no,2015,Wiley,10.1002,Wiley Blackwell (John Wiley & Sons),,,,,,,,
10.1002/term.1906,https://dx.doi.org/10.1002/term.1906,no,2014,Wiley,10.1002,Wiley Blackwell (John Wiley & Sons),,,,,,,,
10.1002/wnan.1241,https://dx.doi.org/10.1002/wnan.1241,no,2014,Wiley,10.1002,Wiley Blackwell (John Wiley & Sons),,,,,,,,
10.1002/wrcr.20313,https://dx.doi.org/10.1002/wrcr.20313,free from publisher,2013,Wiley,10.1002,Wiley Blackwell (John Wiley & Sons),,,,,,,,
10.1002/zaac.19673510108,https://dx.doi.org/10.1002/zaac.19673510108,no,1967,Wiley,10.1002,Wiley Blackwell (John Wiley & Sons),,,,,,,,
10.1002/zamm.19810610617,https://dx.doi.org/10.1002/zamm.19810610617,no,1981,Wiley,10.1002,Wiley Blackwell (John Wiley & Sons),,,,,,,,
10.1002/zamm.201200052,https://dx.doi.org/10.1002/zamm.201200052,yes,2014,Wiley,10.1002,Wiley Blackwell (John Wiley & Sons),,,,,,,,
10.1002/zoo.1430050212,https://dx.doi.org/10.1002/zoo.1430050212,no,1986,Wiley,10.1002,Wiley Blackwell (John Wiley & Sons),,,,,,,,
10.1002/zoo.21158,https://dx.doi.org/10.1002/zoo.21158,yes,2014,Wiley,10.1002,Wiley Blackwell (John Wiley & Sons),,,,,,,,
10.1006/abbi.1996.0101,https://dx.doi.org/10.1006/abbi.1996.0101,yes,1996,Elsevier,10.1006,Elsevier - Academic Press,,,,,,,,
10.1006/cyto.2002.1022,https://dx.doi.org/10.1006/cyto.2002.1022,yes,2002,Elsevier,10.1006,Elsevier - Academic Press,,,,,,,,
10.1006/hmat.1997.2184,https://dx.doi.org/10.1006/hmat.1997.2184,free from publisher,1998,Elsevier,10.1006,Elsevier - Academic Press,,,,,,,,
10.1006/jcis.2000.7249,https://dx.doi.org/10.1006/jcis.2000.7249,yes,2001,Elsevier,10.1006,Elsevier - Academic Press,,,,,,,,
10.1006/jmbi.1993.1537,https://dx.doi.org/10.1006/jmbi.1993.1537,yes,1993,Elsevier,10.1006,Elsevier - Academic Press,,,,,,,,
10.1006/mgme.2000.3027,https://dx.doi.org/10.1006/mgme.2000.3027,yes,2000,Elsevier,10.1006,Elsevier - Academic Press,,,,,,,,
10.1006/mpev.1996.0008,https://dx.doi.org/10.1006/mpev.1996.0008,yes,1996,Elsevier,10.1006,Elsevier - Academic Press,,,,,,,,
10.1007/0-387-28979-8,https://dx.doi.org/10.1007/0-387-28979-8,yes,2005,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/0-387-29362-0,https://dx.doi.org/10.1007/0-387-29362-0,yes,2005,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/12_2008_5,https://dx.doi.org/10.1007/12_2008_5,yes,2009,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/3-540-26736-0_1,https://dx.doi.org/10.1007/3-540-26736-0_1,no,2005,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/3-540-44474-2_1,https://dx.doi.org/10.1007/3-540-44474-2_1,no,2000,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-0-387-79061-9_1338,https://dx.doi.org/10.1007/978-0-387-79061-9_1338,yes,2011,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-0-8176-8196-8,https://dx.doi.org/10.1007/978-0-8176-8196-8,no,2004,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-1-4020-4519-6_136,https://dx.doi.org/10.1007/978-1-4020-4519-6_136,no,2005,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-1-4020-5773-1,https://dx.doi.org/10.1007/978-1-4020-5773-1,no,2007,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-1-4020-6545-3_13,https://dx.doi.org/10.1007/978-1-4020-6545-3_13,no,2004,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-1-4020-6650-4_13,https://dx.doi.org/10.1007/978-1-4020-6650-4_13,yes,2008,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-1-4471-0613-5_9,https://dx.doi.org/10.1007/978-1-4471-0613-5_9,no,1998,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-1-4612-2930-8_2,https://dx.doi.org/10.1007/978-1-4612-2930-8_2,no,1992,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-1-4614-2359-1_8,https://dx.doi.org/10.1007/978-1-4614-2359-1_8,yes,2012,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-1-4614-3229-6_2,https://dx.doi.org/10.1007/978-1-4614-3229-6_2,yes,2012,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-1-4615-0343-9_13,https://dx.doi.org/10.1007/978-1-4615-0343-9_13,no,2003,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-1-4757-3849-0,https://dx.doi.org/10.1007/978-1-4757-3849-0,no,1977,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-1-4757-9362-8_1,https://dx.doi.org/10.1007/978-1-4757-9362-8_1,no,1995,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-1-4939-0758-8_21,https://dx.doi.org/10.1007/978-1-4939-0758-8_21,no,2014,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-1-4939-1720-4_16,https://dx.doi.org/10.1007/978-1-4939-1720-4_16,no,2015,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-1-4939-2444-8_9,https://dx.doi.org/10.1007/978-1-4939-2444-8_9,no,2015,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-1-4939-2727-2_8,https://dx.doi.org/10.1007/978-1-4939-2727-2_8,no,2015,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-1-4939-2929-0_29,https://dx.doi.org/10.1007/978-1-4939-2929-0_29,no,2015,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-1-4939-3341-9_12,https://dx.doi.org/10.1007/978-1-4939-3341-9_12,no,2015,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-1-59745-268-7_41,https://dx.doi.org/10.1007/978-1-59745-268-7_41,no,2006,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-1-59745-559-6_5,https://dx.doi.org/10.1007/978-1-59745-559-6_5,no,2009,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-1-60327-345-9_7,https://dx.doi.org/10.1007/978-1-60327-345-9_7,no,2009,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-1-60761-974-1_8,https://dx.doi.org/10.1007/978-1-60761-974-1_8,no,2010,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-1-61779-343-1_4,https://dx.doi.org/10.1007/978-1-61779-343-1_4,no,2011,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-1-61779-461-2_1,https://dx.doi.org/10.1007/978-1-61779-461-2_1,no,2011,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-1-61779-921-1_1,https://dx.doi.org/10.1007/978-1-61779-921-1_1,no,2012,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-1-62703-218-6_9,https://dx.doi.org/10.1007/978-1-62703-218-6_9,no,2012,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-1-62703-363-3_24,https://dx.doi.org/10.1007/978-1-62703-363-3_24,no,2013,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-3-0348-8276-7_10,https://dx.doi.org/10.1007/978-3-0348-8276-7_10,no,2001,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-3-319-07212-8,https://dx.doi.org/10.1007/978-3-319-07212-8,yes,2014,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-3-319-11062-2_9,https://dx.doi.org/10.1007/978-3-319-11062-2_9,yes,2014,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-3-319-11731-7_7,https://dx.doi.org/10.1007/978-3-319-11731-7_7,yes,2014,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-3-319-13536-6_10,https://dx.doi.org/10.1007/978-3-319-13536-6_10,no,2016,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-3-319-14627-0_6,https://dx.doi.org/10.1007/978-3-319-14627-0_6,yes,2015,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-3-319-17121-0_17,https://dx.doi.org/10.1007/978-3-319-17121-0_17,yes,2015,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-3-319-17759-5,https://dx.doi.org/10.1007/978-3-319-17759-5,yes,2015,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-3-319-27896-4_9,https://dx.doi.org/10.1007/978-3-319-27896-4_9,no,2016,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-3-540-24795-1_1,https://dx.doi.org/10.1007/978-3-540-24795-1_1,no,2003,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-3-540-24795-1_2,https://dx.doi.org/10.1007/978-3-540-24795-1_2,no,2003,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-3-540-24795-1_3,https://dx.doi.org/10.1007/978-3-540-24795-1_3,no,2003,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-3-540-24795-1_5,https://dx.doi.org/10.1007/978-3-540-24795-1_5,no,2003,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-3-540-68411-4,https://dx.doi.org/10.1007/978-3-540-68411-4,no,2007,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-3-642-19757-4_2,https://dx.doi.org/10.1007/978-3-642-19757-4_2,yes,2011,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-3-642-21070-9_21,https://dx.doi.org/10.1007/978-3-642-21070-9_21,yes,2011,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-3-642-54069-1_4,https://dx.doi.org/10.1007/978-3-642-54069-1_4,yes,2014,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-3-642-55711-8_67,https://dx.doi.org/10.1007/978-3-642-55711-8_67,yes,2003,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-3-642-61005-9_2,https://dx.doi.org/10.1007/978-3-642-61005-9_2,yes,1996,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-3-642-61040-0_1,https://dx.doi.org/10.1007/978-3-642-61040-0_1,no,1996,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-3-642-66316-1_1,https://dx.doi.org/10.1007/978-3-642-66316-1_1,no,1976,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-3-642-67632-1_1,https://dx.doi.org/10.1007/978-3-642-67632-1_1,no,1980,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-3-658-01709-5,https://dx.doi.org/10.1007/978-3-658-01709-5,yes,2013,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-3-658-10982-0_2,https://dx.doi.org/10.1007/978-3-658-10982-0_2,no,2016,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-3-658-10982-0_5,https://dx.doi.org/10.1007/978-3-658-10982-0_5,no,2015,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-3-662-10367-8_17,https://dx.doi.org/10.1007/978-3-662-10367-8_17,no,1996,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-3-662-46011-5_11,https://dx.doi.org/10.1007/978-3-662-46011-5_11,yes,2015,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-3-7091-0932-8_8,https://dx.doi.org/10.1007/978-3-7091-0932-8_8,yes,2012,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-94-007-0156-4,https://dx.doi.org/10.1007/978-94-007-0156-4,yes,2011,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-94-007-6107-0_9,https://dx.doi.org/10.1007/978-94-007-6107-0_9,yes,2013,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-94-009-3937-0_16,https://dx.doi.org/10.1007/978-94-009-3937-0_16,no,1987,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-94-010-1436-6_5,https://dx.doi.org/10.1007/978-94-010-1436-6_5,no,1976,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-94-011-1980-1_7,https://dx.doi.org/10.1007/978-94-011-1980-1_7,no,1993,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-94-011-3066-0_1,https://dx.doi.org/10.1007/978-94-011-3066-0_1,no,1992,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-94-011-4389-9_6,https://dx.doi.org/10.1007/978-94-011-4389-9_6,no,1999,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/978-94-017-4952-7_2,https://dx.doi.org/10.1007/978-94-017-4952-7_2,no,1960,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/BF00001938,https://dx.doi.org/10.1007/BF00001938,yes,1990,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/BF00008211,https://dx.doi.org/10.1007/BF00008211,yes,1992,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/BF00162306,https://dx.doi.org/10.1007/BF00162306,yes,1985,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/BF00356014,https://dx.doi.org/10.1007/BF00356014,yes,1996,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/BF00370302,https://dx.doi.org/10.1007/BF00370302,yes,1991,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/BF00374872,https://dx.doi.org/10.1007/BF00374872,yes,1993,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/BF00584655,https://dx.doi.org/10.1007/BF00584655,yes,1987,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/BF00590943,https://dx.doi.org/10.1007/BF00590943,yes,1986,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/BF00740683,https://dx.doi.org/10.1007/BF00740683,yes,1971,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/BF00820765,https://dx.doi.org/10.1007/BF00820765,yes,1993,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/BF00872386,https://dx.doi.org/10.1007/BF00872386,yes,1993,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/BF00874428,https://dx.doi.org/10.1007/BF00874428,yes,1993,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/BF00993398,https://dx.doi.org/10.1007/BF00993398,yes,1995,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/BF01091326,https://dx.doi.org/10.1007/BF01091326,yes,1988,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/BF01194335,https://dx.doi.org/10.1007/BF01194335,yes,1996,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/BF01205727,https://dx.doi.org/10.1007/BF01205727,yes,1994,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/BF01417875,https://dx.doi.org/10.1007/BF01417875,yes,1992,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/BF01626204,https://dx.doi.org/10.1007/BF01626204,yes,1989,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/BF02381481,https://dx.doi.org/10.1007/BF02381481,yes,1994,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/BF02632463,https://dx.doi.org/10.1007/BF02632463,no,1965,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/BF02643019,https://dx.doi.org/10.1007/BF02643019,no,1972,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/BF02826699,https://dx.doi.org/10.1007/BF02826699,free from publisher,2003,Taylor & Francis,10.1007,Springer-Verlag,,,,,,,,
10.1007/BF02860610,https://dx.doi.org/10.1007/BF02860610,no,1997,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/BF02899393,https://dx.doi.org/10.1007/BF02899393,yes,1990,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/BF02949727,https://dx.doi.org/10.1007/BF02949727,-,-,-,10.1007,Springer-Verlag,,,,,,,,
10.1007/BF02985383,https://dx.doi.org/10.1007/BF02985383,yes,2008,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/BF03063214,https://dx.doi.org/10.1007/BF03063214,-,-,-,10.1007,Springer-Verlag,,,,,,,,
10.1007/BF03072861,https://dx.doi.org/10.1007/BF03072861,yes,2006,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/BF03080375,https://dx.doi.org/10.1007/BF03080375,yes,2009,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/BF03257713,https://dx.doi.org/10.1007/BF03257713,no,1985,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/BF03349142,https://dx.doi.org/10.1007/BF03349142,yes,2008,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/s000180050299,https://dx.doi.org/10.1007/s000180050299,yes,1999,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/s00018-008-8263-3,https://dx.doi.org/10.1007/s00018-008-8263-3,yes,2008,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/s00018-015-1999-7,https://dx.doi.org/10.1007/s00018-015-1999-7,yes,2016,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/s00064-015-0420-x,https://dx.doi.org/10.1007/s00064-015-0420-x,yes,2015,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/s00064-015-0421-9,https://dx.doi.org/10.1007/s00064-015-0421-9,yes,2015,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/s00068-004-1370-4,https://dx.doi.org/10.1007/s00068-004-1370-4,yes,2004,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/s00122-004-1643-7,https://dx.doi.org/10.1007/s00122-004-1643-7,yes,2004,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/s00125-005-1962-5,https://dx.doi.org/10.1007/s00125-005-1962-5,free from publisher,2005,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/s00125-008-1203-9,https://dx.doi.org/10.1007/s00125-008-1203-9,free from publisher,2009,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/s00125-014-3175-2,https://dx.doi.org/10.1007/s00125-014-3175-2,yes,2014,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/s00127-008-0382-5,https://dx.doi.org/10.1007/s00127-008-0382-5,yes,2008,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/s00132-011-1777-7,https://dx.doi.org/10.1007/s00132-011-1777-7,yes,2011,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/s00167-010-1161-x,https://dx.doi.org/10.1007/s00167-010-1161-x,yes,2010,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/s00167-011-1470-8,https://dx.doi.org/10.1007/s00167-011-1470-8,yes,2011,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/s00167-011-1546-5,https://dx.doi.org/10.1007/s00167-011-1546-5,yes,2011,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/s00167-011-1609-7,https://dx.doi.org/10.1007/s00167-011-1609-7,yes,2012,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/s00167-011-1840-2,https://dx.doi.org/10.1007/s00167-011-1840-2,yes,2012,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/s00167-011-1847-8,https://dx.doi.org/10.1007/s00167-011-1847-8,yes,2012,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/s00167-012-1920-y,https://dx.doi.org/10.1007/s00167-012-1920-y,yes,2012,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/s00167-012-2256-3,https://dx.doi.org/10.1007/s00167-012-2256-3,yes,2014,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/s00167-013-2527-7,https://dx.doi.org/10.1007/s00167-013-2527-7,yes,2014,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/s00167-014-3046-x,https://dx.doi.org/10.1007/s00167-014-3046-x,yes,2014,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/s00167-014-3385-7,https://dx.doi.org/10.1007/s00167-014-3385-7,yes,2016,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/s00167-014-3481-8,https://dx.doi.org/10.1007/s00167-014-3481-8,yes,2014,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/s00170-010-2767-3,https://dx.doi.org/10.1007/s00170-010-2767-3,yes,2011,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/s00216-014-8021-3,https://dx.doi.org/10.1007/s00216-014-8021-3,yes,2014,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/s00216-014-8435-y,https://dx.doi.org/10.1007/s00216-014-8435-y,yes,2015,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/s00248-004-0102-y,https://dx.doi.org/10.1007/s00248-004-0102-y,yes,2005,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/s00248-011-9819-6,https://dx.doi.org/10.1007/s00248-011-9819-6,yes,2011,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/s00248-013-0309-x,https://dx.doi.org/10.1007/s00248-013-0309-x,yes,2014,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/s00253-013-4904-z,https://dx.doi.org/10.1007/s00253-013-4904-z,yes,2013,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/s00253-014-6150-4,https://dx.doi.org/10.1007/s00253-014-6150-4,yes,2015,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/s00253-014-6311-5,https://dx.doi.org/10.1007/s00253-014-6311-5,yes,2015,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/s00253-015-6957-7,https://dx.doi.org/10.1007/s00253-015-6957-7,yes,2015,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/s00254-005-0093-0,https://dx.doi.org/10.1007/s00254-005-0093-0,yes,2005,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/s00259-008-0897-8,https://dx.doi.org/10.1007/s00259-008-0897-8,yes,2008,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/s00262-004-0645-2,https://dx.doi.org/10.1007/s00262-004-0645-2,yes,2005,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/s00264-013-1827-3,https://dx.doi.org/10.1007/s00264-013-1827-3,yes,2013,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/s00264-013-2096-x,https://dx.doi.org/10.1007/s00264-013-2096-x,yes,2014,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/s00268-012-1535-y,https://dx.doi.org/10.1007/s00268-012-1535-y,yes,2012,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/s00299-005-0003-7,https://dx.doi.org/10.1007/s00299-005-0003-7,yes,2005,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/s00338-005-0061-x,https://dx.doi.org/10.1007/s00338-005-0061-x,yes,2005,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/s00345-014-1389-z,https://dx.doi.org/10.1007/s00345-014-1389-z,yes,2015,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/s00348-015-2013-8,https://dx.doi.org/10.1007/s00348-015-2013-8,yes,2015,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/s00380-016-0814-1,https://dx.doi.org/10.1007/s00380-016-0814-1,yes,2016,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/s00394-014-0824-7,https://dx.doi.org/10.1007/s00394-014-0824-7,yes,2016,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/s004200050387,https://dx.doi.org/10.1007/s004200050387,yes,1999,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/s00421-014-2985-8,https://dx.doi.org/10.1007/s00421-014-2985-8,yes,2014,Springer,10.1007,Springer-Verlag,,,,,,,,
10.1007/s00421-015-3284-8,https://dx.doi.org/10.1007/s00421-015-3284-8,yes,2016,Springer,10.1007,Springer-Verlag,,,,,,,,
